f_cameraSpotX,f_cameraSpotY,sz_zSpots
-1465.903442,-82.453201,-58.968750+0
-1465.903442,-101.729797,-58.968750+0
-1465.903442,-121.006393,-58.968750+0
-1465.903442,-140.282990,-58.968750+0
-1465.903442,-159.559601,-58.968750+0
-1465.903442,-178.836182,-58.968750+0
-1465.903442,-198.112793,-58.968750+0
-1446.161743,862.100098,-42.916962+0
-1446.161743,842.823486,-42.775280+0
-1446.161743,823.546875,-42.633595+0
-1446.161743,804.270264,-42.491913+0
-1446.161743,784.993713,-42.350231+0
-1446.161743,765.717102,-42.208549+0
-1446.161743,746.440491,-42.066864+0
-1446.161743,727.163879,-41.925182+0
-1446.161743,707.887268,-41.783501+0
-1446.161743,688.610718,-41.641819+0
-1446.161743,669.334106,-39.895878+0
-1446.161743,650.057495,-38.971508+0
-1446.161743,630.780884,-42.002281+0
-1446.161743,611.504333,-48.396423+0
-1446.161743,592.227722,-50.853458+0
-1446.161743,572.951111,-51.515114+0
-1446.161743,553.674500,-52.176765+0
-1446.161743,534.397888,-52.838421+0
-1446.161743,515.121338,-53.500072+0
-1446.161743,495.844757,-54.161728+0
-1446.161743,476.568146,-54.823383+0
-1446.161743,457.291565,-55.485035+0
-1446.161743,438.014954,-56.146690+0
-1446.161743,418.738373,-56.808342+0
-1446.161743,399.461761,-57.465553+0
-1446.161743,380.185150,-57.554859+0
-1446.161743,360.908569,-57.644165+0
-1446.161743,341.631958,-57.733471+0
-1446.161743,322.355377,-57.822777+0
-1446.161743,303.078766,-57.912086+0
-1446.161743,283.802185,-58.001392+0
-1446.161743,264.525574,-58.090698+0
-1446.161743,245.248962,-58.180004+0
-1446.161743,225.972382,-58.269310+0
-1446.161743,206.695770,-58.358616+0
-1446.161743,187.419189,-58.447922+0
-1446.161743,168.142578,-58.537231+0
-1446.161743,148.865967,-58.626537+0
-1446.161743,129.589386,-58.715843+0
-1446.161743,110.312782,-58.805149+0
-1446.161743,91.036186,-58.894455+0
-1446.161743,-82.453201,-56.551723+0
-1446.161743,-101.729797,-56.551716+0
-1446.161743,-121.006393,-56.551708+0
-1446.161743,-140.282990,-56.551701+0
-1446.161743,-159.559601,-56.551697+0
-1426.419922,862.100098,-42.329262+0
-1426.419922,842.823486,-42.187580+0
-1426.419922,823.546875,-42.045895+0
-1426.419922,804.270264,-41.904213+0
-1426.419922,784.993713,-41.762531+0
-1426.419922,765.717102,-41.620850+0
-1426.419922,746.440491,-41.479164+0
-1426.419922,727.163879,-41.337482+0
-1426.419922,707.887268,-41.195801+0
-1426.419922,688.610718,-41.054119+0
-1426.419922,669.334106,-39.895878+0
-1426.419922,650.057495,-38.971508+0
-1426.419922,630.780884,-41.437759+0
-1426.419922,611.504333,-46.814072+0
-1426.419922,592.227722,-50.864220+0
-1426.419922,572.951111,-51.525875+0
-1426.419922,553.674500,-52.187531+0
-1426.419922,534.397888,-52.849182+0
-1426.419922,515.121338,-53.510834+0
-1426.419922,495.844757,-54.172489+0
-1426.419922,476.568146,-54.834145+0
-1426.419922,457.291565,-55.495796+0
-1426.419922,438.014954,-56.157452+0
-1426.419922,418.738373,-56.819103+0
-1426.419922,399.461761,-57.465553+0
-1426.419922,380.185150,-57.554859+0
-1426.419922,360.908569,-57.644165+0
-1426.419922,341.631958,-57.733471+0
-1426.419922,322.355377,-57.822777+0
-1426.419922,303.078766,-57.912086+0
-1426.419922,283.802185,-58.001392+0
-1426.419922,264.525574,-58.090698+0
-1426.419922,245.248962,-58.180004+0
-1426.419922,225.972382,-58.269310+0
-1426.419922,206.695770,-58.358616+0
-1426.419922,187.419189,-58.447922+0
-1426.419922,168.142578,-58.537231+0
-1426.419922,148.865967,-58.626537+0
-1426.419922,129.589386,-58.715843+0
-1426.419922,110.312782,-58.805149+0
-1426.419922,91.036186,-58.894455+0
-1426.419922,-82.453201,-44.119720+0
-1426.419922,-101.729797,-44.119713+0
-1426.419922,-121.006393,-44.119705+0
-1426.419922,-140.282990,-44.119698+0
-1426.419922,-159.559601,-44.119694+0
-1406.678223,862.100098,-41.741562+0
-1406.678223,842.823486,-41.599880+0
-1406.678223,823.546875,-41.458195+0
-1406.678223,804.270264,-41.316513+0
-1406.678223,784.993713,-41.174831+0
-1406.678223,765.717102,-41.033150+0
-1406.678223,746.440491,-40.891464+0
-1406.678223,727.163879,-40.749783+0
-1406.678223,707.887268,-40.608101+0
-1406.678223,688.610718,-40.466419+0
-1406.678223,669.334106,-39.895878+0
-1406.678223,650.057495,-38.971508+0
-1406.678223,457.291565,-56.237568+0
-1406.678223,438.014954,-56.218536+0
-1406.678223,418.738373,-56.195847+0
-1406.678223,399.461761,-56.192703+0
-1406.678223,380.185150,-56.189564+0
-1406.678223,360.908569,-56.183590+0
-1406.678223,341.631958,-56.270668+0
-1406.678223,322.355377,-56.040092+0
-1406.678223,303.078766,-55.672619+0
-1406.678223,283.802185,-55.305141+0
-1406.678223,264.525574,-60.052460+0
-1406.678223,245.248962,-59.367188+0
-1406.678223,225.972382,-58.681911+0
-1406.678223,206.695770,-57.996639+0
-1406.678223,187.419189,-57.311367+0
-1406.678223,168.142578,-56.626091+0
-1406.678223,-82.453201,-31.687798+0
-1406.678223,-101.729797,-31.687790+0
-1406.678223,-121.006393,-31.687782+0
-1406.678223,-140.282990,-31.687775+0
-1406.678223,-159.559601,-31.687771+0
-1386.936523,283.802185,-55.058178+0
-1386.936523,264.525574,-57.958271+0
-1386.936523,245.248962,-57.272999+0
-1386.936523,225.972382,-56.587727+0
-1386.936523,206.695770,-55.902451+0
-1386.936523,187.419189,-55.217178+0
-1386.936523,168.142578,-54.531906+0
-1386.936523,-82.453201,-19.255875+0
-1386.936523,-101.729797,-19.255867+0
-1386.936523,-121.006393,-19.255859+0
-1386.936523,-140.282990,-19.255852+0
-1386.936523,-159.559601,-19.255844+0
-1367.194824,264.525574,-55.864086+0
-1367.194824,245.248962,-55.178814+0
-1367.194824,225.972382,-54.493542+0
-1367.194824,206.695770,-53.808266+0
-1367.194824,187.419189,-53.122993+0
-1367.194824,168.142578,-52.437721+0
-1367.194824,-43.900002,5.031250+0
-1367.194824,-82.453201,-6.823949+0
-1367.194824,-101.729797,-6.823941+0
-1367.194824,-121.006393,-6.823935+0
-1367.194824,-140.282990,-6.823927+0
-1367.194824,-159.559601,-6.823919+0
-1347.453125,341.631958,-50.968750+0
-1347.453125,322.355377,-50.968750+0
-1347.453125,303.078766,-50.968750+0
-1347.453125,245.248962,-49.989124+0
-1347.453125,225.972382,-49.989124+0
-1347.453125,206.695770,-49.989124+0
-1347.453125,187.419189,-49.989124+0
-1347.453125,168.142578,-49.989124+0
-1347.453125,-43.900002,5.031250+0
-1347.453125,-63.176598,4.108769+0
-1347.453125,-82.453201,4.108769+0
-1347.453125,-101.729797,4.108769+0
-1347.453125,-121.006393,4.108769+0
-1347.453125,-140.282990,4.108803+0
-1347.453125,-159.559601,4.108803+0
-1327.711426,341.631958,-50.968750+0
-1327.711426,322.355377,-50.968750+0
-1327.711426,303.078766,-50.968750+0
-1327.711426,245.248962,-50.147060+0
-1327.711426,225.972382,-50.147060+0
-1327.711426,206.695770,-50.147060+0
-1327.711426,187.419189,-50.147060+0
-1327.711426,168.142578,-50.147060+0
-1327.711426,-43.900002,5.031250+0
-1327.711426,-63.176598,4.919852+0
-1327.711426,-82.453201,4.919852+0
-1327.711426,-101.729797,4.919852+0
-1327.711426,-121.006393,4.919852+0
-1327.711426,-140.282990,4.919856+0
-1327.711426,-159.559601,4.919856+0
-1307.969727,418.738373,-50.968750+0
-1307.969727,399.461761,-50.968750+0
-1307.969727,380.185150,-50.968750+0
-1307.969727,360.908569,-50.968750+0
-1307.969727,341.631958,-50.968750+0
-1307.969727,322.355377,-50.968750+0
-1307.969727,303.078766,-50.968750+0
-1307.969727,283.802185,-50.968750+0
-1307.969727,245.248962,-50.304993+0
-1307.969727,225.972382,-50.304993+0
-1307.969727,206.695770,-50.304993+0
-1307.969727,187.419189,-50.304993+0
-1307.969727,168.142578,-50.304993+0
-1307.969727,-43.900002,5.031250+0
-1307.969727,-63.176598,5.031250+0
-1307.969727,-82.453201,5.031250+0
-1307.969727,-101.729797,5.031250+0
-1307.969727,-121.006393,5.031250+0
-1307.969727,-140.282990,5.031250+0
-1307.969727,-159.559601,5.031250+0
-1307.969727,-178.836182,5.031250+0
-1307.969727,-198.112793,5.031250+0
-1288.228027,592.227722,-50.968750+0
-1288.228027,572.951111,-50.968750+0
-1288.228027,553.674500,-50.968750+0
-1288.228027,534.397888,-50.968750+0
-1288.228027,515.121338,-50.968750+0
-1288.228027,495.844757,-50.968750+0
-1288.228027,476.568146,-50.968750+0
-1288.228027,457.291565,-50.968750+0
-1288.228027,438.014954,-50.968750+0
-1288.228027,418.738373,-50.968750+0
-1288.228027,399.461761,-50.968750+0
-1288.228027,380.185150,-50.968750+0
-1288.228027,360.908569,-50.968750+0
-1288.228027,341.631958,-50.968750+0
-1288.228027,322.355377,-50.968750+0
-1288.228027,303.078766,-50.968750+0
-1288.228027,283.802185,-50.968750+0
-1288.228027,264.525574,-50.968750+0
-1288.228027,245.248962,-50.462929+0
-1288.228027,225.972382,-50.462929+0
-1288.228027,206.695770,-50.462929+0
-1288.228027,187.419189,-50.462929+0
-1288.228027,168.142578,-50.462929+0
-1288.228027,-43.900002,5.031250+0
-1288.228027,-63.176598,5.031250+0
-1288.228027,-82.453201,5.031250+0
-1288.228027,-101.729797,5.031250+0
-1288.228027,-121.006393,5.031250+0
-1288.228027,-140.282990,5.031250+0
-1288.228027,-159.559601,5.031250+0
-1288.228027,-178.836182,5.031250+0
-1288.228027,-198.112793,5.031250+0
-1268.486328,592.227722,-50.968750+0
-1268.486328,572.951111,-50.968750+0
-1268.486328,553.674500,-50.968750+0
-1268.486328,534.397888,-50.968750+0
-1268.486328,515.121338,-50.968750+0
-1268.486328,495.844757,-50.968750+0
-1268.486328,476.568146,-50.968750+0
-1268.486328,457.291565,-50.968750+0
-1268.486328,438.014954,-50.968750+0
-1268.486328,418.738373,-50.968750+0
-1268.486328,399.461761,-50.968750+0
-1268.486328,380.185150,-50.968750+0
-1268.486328,360.908569,-50.968750+0
-1268.486328,341.631958,-50.968750+0
-1268.486328,322.355377,-50.968750+0
-1268.486328,303.078766,-50.968750+0
-1268.486328,283.802185,-50.968750+0
-1268.486328,264.525574,-50.968750+0
-1268.486328,245.248962,-50.620861+0
-1268.486328,225.972382,-50.620861+0
-1268.486328,206.695770,-50.620861+0
-1268.486328,187.419189,-50.620861+0
-1268.486328,168.142578,-50.620861+0
-1268.486328,-43.900002,5.031250+0
-1268.486328,-63.176598,5.031250+0
-1268.486328,-82.453201,5.031250+0
-1268.486328,-101.729797,5.031250+0
-1268.486328,-121.006393,5.031250+0
-1268.486328,-140.282990,5.031250+0
-1268.486328,-159.559601,5.031250+0
-1268.486328,-178.836182,5.031250+0
-1268.486328,-198.112793,5.031250+0
-1268.486328,-217.389374,5.031250+0
-1268.486328,-236.665985,5.031250+0
-1268.486328,-255.942566,5.031250+0
-1268.486328,-275.219177,5.031250+0
-1268.486328,-294.495789,5.031250+0
-1268.486328,-313.772369,5.031250+0
-1268.486328,-333.048950,5.031250+0
-1268.486328,-352.325562,5.031250+0
-1268.486328,-371.602173,5.031250+0
-1268.486328,-390.878754,5.031250+0
-1268.486328,-410.155365,5.031250+0
-1268.486328,-429.431946,5.031250+0
-1268.486328,-448.708557,5.031250+0
-1268.486328,-467.985138,5.031250+0
-1248.744629,592.227722,-50.968750+0
-1248.744629,572.951111,-50.968750+0
-1248.744629,553.674500,-50.968750+0
-1248.744629,534.397888,-50.968750+0
-1248.744629,515.121338,-50.968750+0
-1248.744629,495.844757,-50.968750+0
-1248.744629,476.568146,-50.968750+0
-1248.744629,457.291565,-50.968750+0
-1248.744629,438.014954,-50.968750+0
-1248.744629,418.738373,-50.968750+0
-1248.744629,399.461761,-50.968750+0
-1248.744629,380.185150,-50.968750+0
-1248.744629,360.908569,-50.968750+0
-1248.744629,341.631958,-50.968750+0
-1248.744629,322.355377,-50.968750+0
-1248.744629,303.078766,-50.968750+0
-1248.744629,283.802185,-50.968750+0
-1248.744629,264.525574,-50.968750+0
-1248.744629,245.248962,-50.778793+0
-1248.744629,225.972382,-50.778793+0
-1248.744629,206.695770,-50.778793+0
-1248.744629,187.419189,-50.778793+0
-1248.744629,168.142578,-50.778793+0
-1248.744629,-43.900002,5.031250+0
-1248.744629,-63.176598,5.031250+0
-1248.744629,-82.453201,5.031250+0
-1248.744629,-101.729797,5.031250+0
-1248.744629,-121.006393,5.031250+0
-1248.744629,-140.282990,5.031250+0
-1248.744629,-159.559601,5.031250+0
-1248.744629,-178.836182,5.031250+0
-1248.744629,-198.112793,5.031250+0
-1248.744629,-217.389374,5.031250+0
-1248.744629,-236.665985,5.031250+0
-1248.744629,-255.942566,5.031250+0
-1248.744629,-275.219177,5.031250+0
-1248.744629,-294.495789,5.031250+0
-1248.744629,-313.772369,5.031250+0
-1248.744629,-333.048950,5.031250+0
-1248.744629,-352.325562,5.031250+0
-1248.744629,-371.602173,5.031250+0
-1248.744629,-390.878754,5.031250+0
-1248.744629,-410.155365,5.031250+0
-1248.744629,-429.431946,5.031250+0
-1248.744629,-448.708557,5.031250+0
-1248.744629,-467.985138,5.031250+0
-1229.002808,592.227722,-50.968750+0
-1229.002808,572.951111,-50.968750+0
-1229.002808,553.674500,-50.968750+0
-1229.002808,534.397888,-50.968750+0
-1229.002808,515.121338,-50.968750+0
-1229.002808,495.844757,-50.968750+0
-1229.002808,476.568146,-50.968750+0
-1229.002808,457.291565,-50.968750+0
-1229.002808,438.014954,-50.968750+0
-1229.002808,418.738373,-50.968750+0
-1229.002808,399.461761,-50.968750+0
-1229.002808,380.185150,-50.968750+0
-1229.002808,360.908569,-50.968750+0
-1229.002808,341.631958,-50.968750+0
-1229.002808,322.355377,-50.968750+0
-1229.002808,303.078766,-50.968750+0
-1229.002808,283.802185,-50.968750+0
-1229.002808,264.525574,-50.968750+0
-1229.002808,245.248962,-50.936729+0
-1229.002808,225.972382,-50.936729+0
-1229.002808,206.695770,-50.936729+0
-1229.002808,187.419189,-50.936729+0
-1229.002808,168.142578,-50.936729+0
-1229.002808,-43.900002,5.031250+0
-1229.002808,-63.176598,5.031250+0
-1229.002808,-82.453201,5.031250+0
-1229.002808,-101.729797,5.031250+0
-1229.002808,-121.006393,5.031250+0
-1229.002808,-140.282990,5.031250+0
-1229.002808,-159.559601,5.031250+0
-1229.002808,-178.836182,5.031250+0
-1229.002808,-198.112793,5.031250+0
-1229.002808,-217.389374,5.031250+0
-1229.002808,-236.665985,5.031250+0
-1229.002808,-255.942566,5.031250+0
-1229.002808,-275.219177,5.031250+0
-1229.002808,-294.495789,5.031250+0
-1229.002808,-313.772369,5.031250+0
-1229.002808,-333.048950,5.031250+0
-1229.002808,-352.325562,5.031250+0
-1229.002808,-371.602173,5.031250+0
-1229.002808,-390.878754,5.031250+0
-1229.002808,-410.155365,5.031250+0
-1229.002808,-429.431946,5.031250+0
-1229.002808,-448.708557,5.031250+0
-1229.002808,-467.985138,5.031250+0
-1209.261108,592.227722,-50.968750+0
-1209.261108,572.951111,-50.968750+0
-1209.261108,553.674500,-50.968750+0
-1209.261108,534.397888,-50.968750+0
-1209.261108,515.121338,-50.968750+0
-1209.261108,495.844757,-50.968750+0
-1209.261108,476.568146,-50.968750+0
-1209.261108,457.291565,-50.968750+0
-1209.261108,438.014954,-50.968750+0
-1209.261108,418.738373,-50.968750+0
-1209.261108,399.461761,-50.968750+0
-1209.261108,380.185150,-50.968750+0
-1209.261108,360.908569,-50.968750+0
-1209.261108,-178.836182,5.031250+0
-1209.261108,-198.112793,5.031250+0
-1209.261108,-217.389374,5.031250+0
-1209.261108,-236.665985,5.031250+0
-1209.261108,-255.942566,5.031250+0
-1209.261108,-275.219177,5.031250+0
-1209.261108,-294.495789,5.031250+0
-1209.261108,-313.772369,5.031250+0
-1209.261108,-333.048950,5.031250+0
-1209.261108,-352.325562,5.031250+0
-1209.261108,-371.602173,5.031250+0
-1209.261108,-390.878754,5.031250+0
-1209.261108,-410.155365,5.031250+0
-1209.261108,-429.431946,5.031250+0
-1209.261108,-448.708557,5.031250+0
-1209.261108,-467.985138,5.031250+0
-1189.519409,592.227722,-50.968750+0
-1189.519409,572.951111,-50.920578+0
-1189.519409,553.674500,-50.920578+0
-1189.519409,534.397888,-50.920578+0
-1189.519409,515.121338,-50.968750+0
-1189.519409,495.844757,-50.968750+0
-1189.519409,476.568146,-50.968750+0
-1189.519409,457.291565,-50.968750+0
-1189.519409,438.014954,-50.968750+0
-1189.519409,418.738373,-50.968750+0
-1189.519409,399.461761,-50.968750+0
-1189.519409,380.185150,-50.968750+0
-1189.519409,360.908569,-50.968750+0
-1189.519409,-82.453201,41.281250+0
-1189.519409,-101.729797,41.281250+0
-1189.519409,-121.006393,41.281250+0
-1189.519409,-140.282990,41.281250+0
-1189.519409,-159.559601,27.419828+0
-1189.519409,-178.836182,5.031250+0
-1189.519409,-198.112793,5.031250+0
-1189.519409,-217.389374,5.031250+0
-1189.519409,-236.665985,5.031250+0
-1189.519409,-255.942566,5.031250+0
-1189.519409,-275.219177,5.031250+0
-1189.519409,-294.495789,5.031250+0
-1189.519409,-313.772369,5.031250+0
-1189.519409,-333.048950,5.031250+0
-1189.519409,-352.325562,5.031250+0
-1189.519409,-371.602173,5.031250+0
-1189.519409,-390.878754,5.031250+0
-1189.519409,-410.155365,5.031250+0
-1189.519409,-429.431946,5.031250+0
-1189.519409,-448.708557,5.031250+0
-1189.519409,-467.985138,5.031250+0
-1169.777588,572.951111,-50.829838+0
-1169.777588,553.674500,-50.829838+0
-1169.777588,534.397888,-50.829838+0
-1169.777588,515.121338,-50.920742+0
-1169.777588,495.844757,-50.920742+0
-1169.777588,476.568146,-50.920742+0
-1169.777588,-275.219177,5.031250+0
-1169.777588,-294.495789,5.031250+0
-1169.777588,-313.772369,5.031250+0
-1169.777588,-333.048950,5.031250+0
-1169.777588,-352.325562,5.031250+0
-1169.777588,-371.602173,5.031250+0
-1169.777588,-390.878754,5.031250+0
-1169.777588,-410.155365,5.031250+0
-1169.777588,-429.431946,5.031250+0
-1169.777588,-448.708557,5.031250+0
-1169.777588,-467.985138,5.031250+0
-1150.035889,572.951111,-50.739098+0
-1150.035889,553.674500,-50.739098+0
-1150.035889,534.397888,-50.739098+0
-1150.035889,515.121338,-50.739262+0
-1150.035889,495.844757,-50.739262+0
-1150.035889,476.568146,-50.739262+0
-1150.035889,-275.219177,5.031250+0
-1150.035889,-294.495789,5.031250+0
-1150.035889,-313.772369,5.031250+0
-1150.035889,-333.048950,5.031250+0
-1150.035889,-352.325562,5.031250+0
-1150.035889,-371.602173,5.031250+0
-1150.035889,-390.878754,5.031250+0
-1150.035889,-410.155365,5.031250+0
-1150.035889,-429.431946,5.031250+0
-1150.035889,-448.708557,5.031250+0
-1150.035889,-467.985138,5.031250+0
-1130.294189,572.951111,-49.177567+0
-1130.294189,553.674500,-49.177567+0
-1130.294189,534.397888,-49.177567+0
-1130.294189,515.121338,-49.177567+0
-1130.294189,495.844757,-49.177567+0
-1130.294189,476.568146,-49.177567+0
-1130.294189,-275.219177,5.031250+0
-1130.294189,-294.495789,5.031250+0
-1130.294189,-313.772369,5.031250+0
-1130.294189,-333.048950,5.031250+0
-1130.294189,-352.325562,5.031250+0
-1130.294189,-371.602173,5.031250+0
-1130.294189,-390.878754,5.031250+0
-1130.294189,-410.155365,5.031250+0
-1130.294189,-429.431946,5.031250+0
-1130.294189,-448.708557,5.031250+0
-1110.552490,572.951111,-47.613350+0
-1110.552490,553.674500,-47.613350+0
-1110.552490,534.397888,-47.613350+0
-1110.552490,515.121338,-47.613350+0
-1110.552490,495.844757,-47.613350+0
-1110.552490,476.568146,-47.613350+0
-1110.552490,-275.219177,5.031250+0
-1110.552490,-294.495789,5.031250+0
-1110.552490,-313.772369,5.031250+0
-1110.552490,-333.048950,5.031250+0
-1110.552490,-352.325562,5.031250+0
-1110.552490,-371.602173,5.031250+0
-1110.552490,-390.878754,5.031250+0
-1110.552490,-410.155365,5.031250+0
-1110.552490,-429.431946,5.031250+0
-1110.552490,-448.708557,5.031250+0
-1090.810791,572.951111,-46.049141+0
-1090.810791,553.674500,-46.049141+0
-1090.810791,534.397888,-46.049141+0
-1090.810791,515.121338,-46.049141+0
-1090.810791,495.844757,-46.049141+0
-1090.810791,476.568146,-46.049141+0
-1090.810791,-275.219177,5.031250+0
-1090.810791,-294.495789,5.031250+0
-1090.810791,-313.772369,5.031250+0
-1090.810791,-333.048950,5.031250+0
-1090.810791,-352.325562,5.031250+0
-1090.810791,-371.602173,5.031250+0
-1090.810791,-390.878754,5.031250+0
-1090.810791,-410.155365,5.031250+0
-1090.810791,-429.431946,5.031250+0
-1090.810791,-448.708557,5.031250+0
-1071.069092,572.951111,-44.484924+0
-1071.069092,553.674500,-44.484924+0
-1071.069092,534.397888,-44.484924+0
-1071.069092,515.121338,-44.484924+0
-1071.069092,495.844757,-44.484924+0
-1071.069092,476.568146,-44.484924+0
-1071.069092,-275.219177,5.031250+0
-1071.069092,-294.495789,5.031250+0
-1071.069092,-313.772369,5.031250+0
-1071.069092,-333.048950,5.031250+0
-1071.069092,-352.325562,5.031250+0
-1071.069092,-371.602173,5.031250+0
-1071.069092,-390.878754,5.031250+0
-1071.069092,-410.155365,5.031250+0
-1071.069092,-429.431946,5.031250+0
-1071.069092,-448.708557,5.031250+0
-1051.327393,572.951111,-42.920715+0
-1051.327393,553.674500,-42.920715+0
-1051.327393,534.397888,-42.920715+0
-1051.327393,515.121338,-42.920715+0
-1051.327393,495.844757,-42.920715+0
-1051.327393,476.568146,-42.920715+0
-1051.327393,-275.219177,5.031250+0
-1051.327393,-294.495789,5.031250+0
-1051.327393,-313.772369,5.031250+0
-1051.327393,-333.048950,5.031250+0
-1051.327393,-352.325562,5.031250+0
-1051.327393,-371.602173,5.031250+0
-1051.327393,-390.878754,5.031250+0
-1051.327393,-410.155365,5.031250+0
-1051.327393,-429.431946,5.031250+0
-1051.327393,-448.708557,5.031250+0
-1031.585693,572.951111,-41.356499+0
-1031.585693,553.674500,-41.356499+0
