f_cameraSpotX,f_cameraSpotY,sz_zSpots
-182.691895,148.865967,189.0312500
-182.691895,129.589386,189.0312500
-182.691895,110.312782,189.0312500
-182.691895,91.036186,189.0312500
-182.691895,71.759590,189.0312500
-182.691895,52.482986,189.0312500
-182.691895,13.929794,35.1609270
-182.691895,-5.346806,35.1078030
-182.691895,-24.623404,35.0546800
-182.691895,-43.900002,31.5092390
-182.691895,-63.176598,31.8270550
-182.691895,-82.453201,32.1448710
-182.691895,-101.729797,32.4626850
-182.691895,-121.006393,32.7805020
-182.691895,-140.282990,33.0983160
-182.691895,-159.559601,33.4161300
-182.691895,-178.836182,33.7339480
-182.691895,-198.112793,34.0517620
-182.691895,-217.389374,35.2825930
-182.691895,-236.665985,36.0483930
-182.691895,-255.942566,36.8141980
-182.691895,-410.155365,197.0312500
-182.691895,-429.431946,197.0312500
-182.691895,-448.708557,197.0312500
-182.691895,-467.985138,197.0312500
-162.950195,919.929871,34.6878810
-162.950195,900.653259,33.8485870
-162.950195,881.376709,33.0092930
-162.950195,862.100098,32.1699980
-162.950195,842.823486,31.3307060
-162.950195,823.546875,28.0567440
-162.950195,804.270264,28.0914570
-162.950195,784.993713,28.1261710
-162.950195,322.355377,189.0312500
-162.950195,303.078766,189.0312500
-162.950195,283.802185,189.0312500
-162.950195,264.525574,189.0312500
-162.950195,13.929794,36.2719380
-162.950195,-5.346806,36.2188190
-162.950195,-24.623404,36.1656950
-162.950195,-43.900002,32.8265150
-162.950195,-63.176598,33.1443290
-162.950195,-82.453201,33.4621430
-162.950195,-101.729797,33.7799610
-162.950195,-121.006393,34.0977750
-162.950195,-140.282990,34.4155880
-162.950195,-159.559601,34.7334060
-162.950195,-178.836182,35.0512200
-162.950195,-198.112793,35.3690340
-162.950195,-217.389374,36.2726520
-162.950195,-236.665985,37.0384560
-162.950195,-255.942566,37.8042600
-162.950195,-410.155365,197.0312500
-162.950195,-429.431946,197.0312500
-162.950195,-448.708557,197.0312500
-162.950195,-467.985138,197.0312500
-143.208374,919.929871,38.5459590
-143.208374,900.653259,37.7066690
-143.208374,881.376709,36.8673780
-143.208374,862.100098,36.0280840
-143.208374,842.823486,35.1887890
-143.208374,823.546875,31.8807110
-143.208374,804.270264,31.9154240
-143.208374,784.993713,31.9501380
-143.208374,322.355377,189.0312500
-143.208374,303.078766,189.0312500
-143.208374,283.802185,189.0312500
-143.208374,264.525574,189.0312500
-143.208374,-43.900002,34.1437990
-143.208374,-63.176598,34.4616170
-143.208374,-82.453201,34.7794300
-143.208374,-101.729797,35.0972440
-143.208374,-121.006393,35.4150620
-143.208374,-140.282990,35.7328760
-143.208374,-159.559601,36.0506900
-143.208374,-178.836182,36.3685070
-143.208374,-198.112793,36.6863210
-143.208374,-410.155365,196.9986420
-143.208374,-429.431946,196.9986270
-143.208374,-448.708557,196.9986270
-143.208374,-467.985138,196.9986270
-143.208374,-487.261749,196.9986110
-123.466675,919.929871,42.4040220
-123.466675,900.653259,41.5647320
-123.466675,881.376709,40.7254370
-123.466675,862.100098,39.8861430
-123.466675,842.823486,39.0468520
-123.466675,823.546875,35.7046550
-123.466675,804.270264,35.7393680
-123.466675,784.993713,35.7740820
-123.466675,322.355377,189.0312500
-123.466675,303.078766,189.0312500
-123.466675,283.802185,189.0312500
-123.466675,264.525574,189.0312500
-123.466675,-43.900002,35.4610750
-123.466675,-63.176598,35.7788930
-123.466675,-82.453201,36.0967030
-123.466675,-101.729797,36.4145200
-123.466675,-121.006393,36.7323380
-123.466675,-140.282990,37.0501520
-123.466675,-159.559601,37.3679660
-123.466675,-178.836182,37.6857800
-123.466675,-198.112793,38.0035930
-123.466675,-410.155365,196.9037780
-123.466675,-429.431946,196.9037630
-123.466675,-448.708557,196.9037630
-123.466675,-467.985138,196.9037630
-123.466675,-487.261749,196.9037480
-103.724976,919.929871,46.2620810
-103.724976,900.653259,45.4227910
-103.724976,881.376709,44.5834960
-103.724976,862.100098,43.7442020
-103.724976,842.823486,42.9049070
-103.724976,823.546875,39.5285990
-103.724976,804.270264,39.5633130
-103.724976,784.993713,39.5980260
-103.724976,322.355377,189.0312500
-103.724976,303.078766,189.0312500
-103.724976,283.802185,189.0312500
-103.724976,264.525574,189.0312500
-103.724976,-43.900002,36.7783510
-103.724976,-63.176598,37.0961650
-103.724976,-82.453201,37.4139790
-103.724976,-101.729797,37.7317960
-103.724976,-121.006393,38.0496100
-103.724976,-140.282990,38.3674240
-103.724976,-159.559601,38.6852420
-103.724976,-178.836182,39.0030560
-103.724976,-198.112793,39.3208690
-103.724976,-410.155365,196.8089290
-103.724976,-429.431946,196.8089140
-103.724976,-448.708557,196.8089140
-103.724976,-467.985138,196.8089140
-103.724976,-487.261749,196.8088990
-83.983276,919.929871,50.1201440
-83.983276,900.653259,49.2808530
-83.983276,881.376709,48.4415590
-83.983276,862.100098,47.6022640
-83.983276,842.823486,46.7629700
-83.983276,823.546875,43.3525430
-83.983276,804.270264,43.3872570
-83.983276,784.993713,43.4219700
-83.983276,322.355377,189.0312500
-83.983276,303.078766,189.0312500
-83.983276,283.802185,189.0312500
-83.983276,264.525574,189.0312500
-83.983276,187.419189,189.0312500
-83.983276,168.142578,189.0312500
-83.983276,-43.900002,38.0956270
-83.983276,-63.176598,38.4134410
-83.983276,-82.453201,38.7312550
-83.983276,-101.729797,39.0490720
-83.983276,-121.006393,39.3668860
-83.983276,-140.282990,39.6847000
-83.983276,-159.559601,40.0025180
-83.983276,-178.836182,40.3203320
-83.983276,-198.112793,40.6381450
-83.983276,-410.155365,196.7140660
-83.983276,-429.431946,196.7140500
-83.983276,-448.708557,196.7140500
-83.983276,-467.985138,196.7140500
-83.983276,-487.261749,196.7140350
-64.241577,1421.121460,110.5010910
-64.241577,1401.844849,109.8142930
-64.241577,1382.568237,109.1274950
-64.241577,1363.291626,108.4406890
-64.241577,1344.015015,107.7538910
-64.241577,919.929871,53.9782030
-64.241577,900.653259,53.1389120
-64.241577,881.376709,52.2996180
-64.241577,862.100098,51.4603230
-64.241577,842.823486,50.6210330
-64.241577,823.546875,45.7727930
-64.241577,804.270264,46.6961590
-64.241577,784.993713,47.6195260
-64.241577,360.908569,189.0312500
-64.241577,341.631958,189.0312500
-64.241577,322.355377,189.0312500
-64.241577,303.078766,189.0312500
-64.241577,283.802185,189.0312500
-64.241577,264.525574,189.0312500
-64.241577,187.419189,189.0312500
-64.241577,168.142578,189.0312500
-64.241577,148.865967,189.0312500
-64.241577,129.589386,189.0312500
-64.241577,110.312782,189.0312500
-64.241577,91.036186,189.0312500
-64.241577,71.759590,189.0312500
-64.241577,52.482986,189.0312500
-64.241577,33.206390,189.0312500
-64.241577,13.929794,189.0312500
-64.241577,-43.900002,38.8845180
-64.241577,-63.176598,37.7070120
-64.241577,-82.453201,38.3089450
-64.241577,-101.729797,38.9108770
-64.241577,-121.006393,39.5128100
-64.241577,-140.282990,40.1147380
-64.241577,-159.559601,40.7166710
-64.241577,-178.836182,41.3186040
-64.241577,-198.112793,41.9205360
-64.241577,-410.155365,189.8113250
-64.241577,-429.431946,189.8113250
-64.241577,-448.708557,189.8113250
-64.241577,-467.985138,189.8113250
-64.241577,-487.261749,189.8113250
-44.499878,1421.121460,109.7192610
-44.499878,1401.844849,109.0324630
-44.499878,1382.568237,108.3456650
-44.499878,1363.291626,107.6588590
-44.499878,1344.015015,106.9720610
-44.499878,919.929871,57.8362620
-44.499878,900.653259,56.9969710
-44.499878,881.376709,56.1576770
-44.499878,862.100098,55.3183820
-44.499878,842.823486,54.4790880
-44.499878,823.546875,51.1277200
-44.499878,804.270264,52.0510860
-44.499878,784.993713,52.9744530
-44.499878,360.908569,189.0312500
-44.499878,341.631958,189.0312500
-44.499878,322.355377,189.0312500
-44.499878,303.078766,189.0312500
-44.499878,283.802185,189.0312500
-44.499878,264.525574,189.0312500
-44.499878,245.248962,189.0312500
-44.499878,225.972382,189.0312500
-44.499878,206.695770,189.0312500
-44.499878,187.419189,189.0312500
-44.499878,168.142578,189.0312500
-44.499878,148.865967,189.0312500
-44.499878,129.589386,189.0312500
-44.499878,110.312782,189.0312500
-44.499878,91.036186,189.0312500
-44.499878,71.759590,189.0312500
-44.499878,52.482986,189.0312500
-44.499878,33.206390,189.0312500
-44.499878,13.929794,189.0312500
-44.499878,-43.900002,39.4214670
-44.499878,-63.176598,39.0113110
-44.499878,-82.453201,39.6132430
-44.499878,-101.729797,40.2151760
-44.499878,-121.006393,40.8171080
-44.499878,-140.282990,41.4190370
-44.499878,-159.559601,42.0209690
-44.499878,-178.836182,42.6229020
-44.499878,-198.112793,43.2248340
-44.499878,-410.155365,177.2240600
-44.499878,-429.431946,177.2240600
-44.499878,-448.708557,177.2240600
-44.499878,-467.985138,177.2240600
-44.499878,-487.261749,177.2240600
-24.758179,1421.121460,108.9374310
-24.758179,1401.844849,108.2506330
-24.758179,1382.568237,107.5638350
-24.758179,1363.291626,106.8770290
-24.758179,1344.015015,106.1902310
-24.758179,919.929871,61.6943240
-24.758179,900.653259,60.8550340
-24.758179,881.376709,60.0157390
-24.758179,862.100098,59.1764450
-24.758179,842.823486,58.3371510
-24.758179,823.546875,56.4826430
-24.758179,804.270264,57.4060100
-24.758179,784.993713,58.3293760
-24.758179,360.908569,189.0312500
-24.758179,341.631958,189.0312500
-24.758179,322.355377,189.0312500
-24.758179,303.078766,189.0312500
-24.758179,283.802185,189.0312500
-24.758179,264.525574,189.0312500
-24.758179,187.419189,189.0312500
-24.758179,168.142578,189.0312500
-24.758179,148.865967,189.0312500
-24.758179,129.589386,189.0312500
-24.758179,110.312782,189.0312500
-24.758179,91.036186,189.0312500
-24.758179,71.759590,189.0312500
-24.758179,52.482986,189.0312500
-24.758179,33.206390,189.0312500
-24.758179,13.929794,189.0312500
-24.758179,-43.900002,39.9584200
-24.758179,-63.176598,40.3156050
-24.758179,-82.453201,40.9175380
-24.758179,-101.729797,41.5194700
-24.758179,-121.006393,42.1213990
-24.758179,-140.282990,42.7233310
-24.758179,-159.559601,43.3252640
-24.758179,-178.836182,43.9271970
-24.758179,-198.112793,44.5291290
-24.758179,-410.155365,164.6368100
-24.758179,-429.431946,164.6368100
-24.758179,-448.708557,164.6368100
-24.758179,-467.985138,164.6368100
-24.758179,-487.261749,164.6368100
-5.016357,1421.121460,108.1556020
-5.016357,1401.844849,107.4688030
-5.016357,1382.568237,106.7820050
-5.016357,1363.291626,106.0952000
-5.016357,1344.015015,105.4084010
-5.016357,919.929871,65.5524140
-5.016357,900.653259,64.7131200
-5.016357,881.376709,63.8738250
-5.016357,862.100098,63.0345310
-5.016357,842.823486,62.1952360
-5.016357,823.546875,61.8376010
-5.016357,804.270264,62.7609670
-5.016357,784.993713,63.6843340
-5.016357,360.908569,189.0312500
-5.016357,341.631958,189.0312500
-5.016357,322.355377,189.0312500
-5.016357,303.078766,189.0312500
-5.016357,283.802185,189.0312500
-5.016357,264.525574,189.0312500
-5.016357,187.419189,189.0312500
-5.016357,168.142578,189.0312500
-5.016357,148.865967,189.0312500
-5.016357,129.589386,189.0312500
-5.016357,110.312782,189.0312500
-5.016357,91.036186,189.0312500
-5.016357,71.759590,189.0312500
-5.016357,52.482986,189.0312500
-5.016357,33.206390,189.0312500
-5.016357,13.929794,189.0312500
-5.016357,-43.900002,40.4953690
-5.016357,-63.176598,41.6199110
-5.016357,-82.453201,42.2218440
-5.016357,-101.729797,42.8237760
-5.016357,-121.006393,43.4257050
-5.016357,-140.282990,44.0276370
-5.016357,-159.559601,44.6295700
-5.016357,-178.836182,45.2315030
-5.016357,-198.112793,45.8334350
-5.016357,-410.155365,152.0494690
-5.016357,-429.431946,152.0494690
-5.016357,-448.708557,152.0494690
-5.016357,-467.985138,152.0494690
-5.016357,-487.261749,152.0494690
14.725342,3233.121826,165.0312500
14.725342,3213.845215,165.0312500
14.725342,3194.568604,165.0312500
14.725342,3175.291992,165.0312500
14.725342,3156.015381,165.0312500
14.725342,3136.738770,165.0312500
14.725342,3117.462158,165.0312500
14.725342,3098.185547,165.0312500
14.725342,3078.908936,165.0312500
14.725342,3059.632324,165.0312500
14.725342,3040.355713,165.0312500
14.725342,3021.079102,165.0312500
14.725342,3001.802490,165.0312500
14.725342,2982.525879,165.0312500
14.725342,2963.249268,165.0312500
14.725342,2943.972900,165.0312500
14.725342,2924.696289,165.0312500
14.725342,2905.419678,165.0312500
14.725342,2886.143066,165.0312500
14.725342,2866.866455,165.0312500
14.725342,2847.589844,165.0312500
14.725342,2828.313232,165.0312500
14.725342,2809.036621,165.0312500
14.725342,2789.760010,165.0312500
14.725342,2770.483398,165.0312500
14.725342,2751.206787,165.0312500
14.725342,2731.930176,165.0312500
14.725342,2712.653564,165.0312500
14.725342,2693.376953,165.0312500
14.725342,2674.100342,165.0312500
14.725342,2654.823730,165.0312500
14.725342,2635.547119,165.0312500
14.725342,2616.270508,165.0312500
14.725342,2596.994141,165.0312500
14.725342,2577.717529,165.0312500
14.725342,2558.440918,165.0312500
14.725342,2539.164307,165.0312500
14.725342,2519.887695,165.0312500
14.725342,2500.611084,165.0312500
14.725342,2481.334473,165.0312500
14.725342,2462.057861,165.0312500
14.725342,2442.781250,165.0312500
14.725342,1421.121460,107.3737720
14.725342,1401.844849,106.6869740
14.725342,1382.568237,106.0001750
14.725342,1363.291626,105.3133700
14.725342,1344.015015,104.6265720
14.725342,919.929871,69.4104770
14.725342,900.653259,68.5711820
14.725342,881.376709,67.7318880
14.725342,862.100098,66.8925930
14.725342,842.823486,66.0532990
14.725342,823.546875,67.1925200
14.725342,804.270264,68.1158910
14.725342,784.993713,69.0392610
14.725342,360.908569,189.0312500
14.725342,341.631958,189.0312500
14.725342,322.355377,189.0312500
14.725342,303.078766,189.0312500
14.725342,283.802185,189.0312500
14.725342,264.525574,189.0312500
14.725342,148.865967,189.0312500
14.725342,129.589386,189.0312500
14.725342,110.312782,189.0312500
14.725342,91.036186,189.0312500
14.725342,71.759590,189.0312500
14.725342,52.482986,189.0312500
14.725342,33.206390,189.0312500
14.725342,13.929794,189.0312500
14.725342,-63.176598,42.9242100
14.725342,-82.453201,43.5261420
14.725342,-101.729797,44.1280750
14.725342,-121.006393,44.7300030
14.725342,-140.282990,45.3319360
14.725342,-159.559601,45.9338680
14.725342,-178.836182,46.5358010
14.725342,-198.112793,47.1377330
14.725342,-410.155365,139.4622190
14.725342,-429.431946,139.4622190
14.725342,-448.708557,139.4622190
14.725342,-467.985138,139.4622190
14.725342,-487.261749,139.4622190
34.467041,3233.121826,165.0312500
34.467041,3213.845215,165.0312500
34.467041,3194.568604,165.0312500
34.467041,3175.291992,165.0312500
34.467041,3156.015381,165.0312500
34.467041,3136.738770,165.0312500
34.467041,3117.462158,165.0312500
34.467041,3098.185547,165.0312500
34.467041,3078.908936,165.0312500
34.467041,3059.632324,165.0312500
34.467041,3040.355713,165.0312500
34.467041,3021.079102,165.0312500
34.467041,3001.802490,165.0312500
34.467041,2982.525879,165.0312500
34.467041,2963.249268,165.0312500
34.467041,2943.972900,165.0312500
34.467041,2924.696289,165.0312500
34.467041,2905.419678,165.0312500
34.467041,2886.143066,165.0312500
34.467041,2866.866455,165.0312500
34.467041,2847.589844,165.0312500
34.467041,2828.313232,165.0312500
34.467041,2809.036621,165.0312500
34.467041,2789.760010,165.0312500
34.467041,2770.483398,165.0312500
34.467041,2751.206787,165.0312500
34.467041,2731.930176,165.0312500
34.467041,2712.653564,165.0312500
34.467041,2693.376953,165.0312500
34.467041,2674.100342,165.0312500
34.467041,2654.823730,165.0312500
34.467041,2635.547119,165.0312500
34.467041,2616.270508,165.0312500
34.467041,2596.994141,165.0312500
34.467041,2577.717529,165.0312500
34.467041,2558.440918,165.0312500
34.467041,2539.164307,165.0312500
34.467041,2519.887695,165.0312500
34.467041,2500.611084,165.0312500
34.467041,2481.334473,165.0312500
34.467041,2462.057861,165.0312500
34.467041,2442.781250,165.0312500
34.467041,1382.568237,106.8764650
34.467041,1363.291626,105.6555250
34.467041,1344.015015,104.4345930
34.467041,919.929871,73.2685320
34.467041,900.653259,72.4292370
34.467041,881.376709,71.5899430
34.467041,862.100098,70.7506480
34.467041,842.823486,69.9113540
34.467041,823.546875,72.3245700
34.467041,804.270264,72.7345660
34.467041,784.993713,73.1445690
34.467041,765.717102,73.5545650
34.467041,746.440491,76.3637850
34.467041,727.163879,76.0470730
34.467041,707.887268,75.7303620
34.467041,688.610718,75.4136580
34.467041,669.334106,75.0969470
34.467041,650.057495,74.7802430
34.467041,630.780884,74.4635310
34.467041,611.504333,74.1468280
34.467041,592.227722,73.8301160
34.467041,572.951111,73.5134120
34.467041,553.674500,73.1967010
34.467041,534.397888,73.3007580
34.467041,515.121338,73.5029750
